date,city,region_x,country,avg_temp_c,avg_humidity,condition_text,condition_icon,uv,sunrise,sunset,day_of_month,month_of_year,year,day_of_week,year_and_week,sunrise_time,sunset_time,daylight_int,day_condition,daylight_time,weekly_avg_uv,alpha-3,region_y
2023-11-15,Berlin,Berlin,Germany,7.3,82.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,2.0,07:28 AM,04:14 PM,15.0,november ,2023.0,wednesday,46.0,07:28:00,16:14:00,-08:46:00,0,2024-04-18 08:46:00,5.0,DEU,Europe
2023-11-01,Lisbon,Lisboa,Portugal,18.8,81.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,5.0,07:03 AM,05:37 PM,1.0,november ,2023.0,wednesday,44.0,07:03:00,17:37:00,-10:34:00,0,2024-04-18 10:34:00,5.0,PRT,Europe
2023-11-03,Lisbon,Lisboa,Portugal,16.5,66.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,07:05 AM,05:35 PM,3.0,november ,2023.0,friday   ,44.0,07:05:00,17:35:00,-10:30:00,0,2024-04-18 10:30:00,5.0,PRT,Europe
2023-11-12,Izmir,Izmir,Turkey,19.2,73.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,07:49 AM,06:01 PM,12.0,november ,2023.0,sunday   ,45.0,07:49:00,18:01:00,-10:12:00,0,2024-04-18 10:12:00,5.0,TUR,Asia
2023-11-06,Izmir,Izmir,Turkey,20.4,73.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,07:43 AM,06:07 PM,6.0,november ,2023.0,monday   ,45.0,07:43:00,18:07:00,-10:24:00,0,2024-04-18 10:24:00,5.0,TUR,Asia
2023-11-07,Izmir,Izmir,Turkey,19.7,72.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,07:44 AM,06:06 PM,7.0,november ,2023.0,tuesday  ,45.0,07:44:00,18:06:00,-10:22:00,1,2024-04-18 10:22:00,5.0,TUR,Asia
2023-11-09,Izmir,Izmir,Turkey,19.0,74.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,5.0,07:46 AM,06:04 PM,9.0,november ,2023.0,thursday ,45.0,07:46:00,18:04:00,-10:18:00,0,2024-04-18 10:18:00,5.0,TUR,Asia
2023-11-10,Izmir,Izmir,Turkey,16.1,66.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,07:47 AM,06:03 PM,10.0,november ,2023.0,friday   ,45.0,07:47:00,18:03:00,-10:16:00,1,2024-04-18 10:16:00,5.0,TUR,Asia
2023-11-11,Izmir,Izmir,Turkey,18.8,72.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,07:48 AM,06:02 PM,11.0,november ,2023.0,saturday ,45.0,07:48:00,18:02:00,-10:14:00,0,2024-04-18 10:14:00,5.0,TUR,Asia
2023-11-13,Izmir,Izmir,Turkey,16.4,87.0,Moderate or heavy rain with thunder,//cdn.weatherapi.com/weather/64x64/day/389.png,4.0,07:51 AM,06:01 PM,13.0,november ,2023.0,monday   ,46.0,07:51:00,18:01:00,-10:10:00,0,2024-04-18 10:10:00,5.0,TUR,Asia
2023-11-03,Izmir,Izmir,Turkey,20.6,72.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,6.0,07:40 AM,06:10 PM,3.0,november ,2023.0,friday   ,44.0,07:40:00,18:10:00,-10:30:00,0,2024-04-18 10:30:00,5.0,TUR,Asia
2023-11-02,Izmir,Izmir,Turkey,20.5,73.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,6.0,07:39 AM,06:11 PM,2.0,november ,2023.0,thursday ,44.0,07:39:00,18:11:00,-10:32:00,0,2024-04-18 10:32:00,5.0,TUR,Asia
2023-11-01,Izmir,Izmir,Turkey,20.1,69.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,07:38 AM,06:12 PM,1.0,november ,2023.0,wednesday,44.0,07:38:00,18:12:00,-10:34:00,2,2024-04-18 10:34:00,5.0,TUR,Asia
2023-11-08,Izmir,Izmir,Turkey,19.6,71.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,07:45 AM,06:05 PM,8.0,november ,2023.0,wednesday,45.0,07:45:00,18:05:00,-10:20:00,2,2024-04-18 10:20:00,5.0,TUR,Asia
2023-11-05,Izmir,Izmir,Turkey,20.2,71.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,07:42 AM,06:08 PM,5.0,november ,2023.0,sunday   ,44.0,07:42:00,18:08:00,-10:26:00,0,2024-04-18 10:26:00,5.0,TUR,Asia
2023-11-14,Izmir,Izmir,Turkey,15.1,65.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,07:52 AM,06:00 PM,14.0,november ,2023.0,tuesday  ,46.0,07:52:00,18:00:00,-10:08:00,1,2024-04-18 10:08:00,5.0,TUR,Asia
2023-11-15,Izmir,Izmir,Turkey,17.2,57.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,07:53 AM,05:59 PM,15.0,november ,2023.0,wednesday,46.0,07:53:00,17:59:00,-10:06:00,0,2024-04-18 10:06:00,5.0,TUR,Asia
2023-11-16,Izmir,Izmir,Turkey,15.9,70.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,07:54 AM,05:58 PM,16.0,november ,2023.0,thursday ,46.0,07:54:00,17:58:00,-10:04:00,0,2024-04-18 10:04:00,5.0,TUR,Asia
2023-11-04,Izmir,Izmir,Turkey,21.2,62.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,6.0,07:41 AM,06:09 PM,4.0,november ,2023.0,saturday ,44.0,07:41:00,18:09:00,-10:28:00,2,2024-04-18 10:28:00,5.0,TUR,Asia
2023-11-18,Izmir,Izmir,Turkey,13.9,71.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,4.0,07:56 AM,05:57 PM,18.0,november ,2023.0,saturday ,46.0,07:56:00,17:57:00,-10:01:00,0,2024-04-18 10:01:00,5.0,TUR,Asia
2023-11-20,Izmir,Izmir,Turkey,9.2,56.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.0,07:58 AM,05:56 PM,20.0,november ,2023.0,monday   ,47.0,07:58:00,17:56:00,-09:58:00,1,2024-04-18 09:58:00,5.0,TUR,Asia
2023-11-17,Izmir,Izmir,Turkey,14.0,59.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,5.0,07:55 AM,05:58 PM,17.0,november ,2023.0,friday   ,46.0,07:55:00,17:58:00,-10:03:00,2,2024-04-18 10:03:00,5.0,TUR,Asia
2023-11-23,Izmir,Izmir,Turkey,17.4,71.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,08:01 AM,05:54 PM,23.0,november ,2023.0,thursday ,47.0,08:01:00,17:54:00,-09:53:00,0,2024-04-18 09:53:00,5.0,TUR,Asia
2023-11-24,Izmir,Izmir,Turkey,16.9,72.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,5.0,08:02 AM,05:54 PM,24.0,november ,2023.0,friday   ,47.0,08:02:00,17:54:00,-09:52:00,2,2024-04-18 09:52:00,5.0,TUR,Asia
2023-11-25,Izmir,Izmir,Turkey,16.3,75.0,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png,4.0,08:03 AM,05:53 PM,25.0,november ,2023.0,saturday ,47.0,08:03:00,17:53:00,-09:50:00,0,2024-04-18 09:50:00,5.0,TUR,Asia
2023-11-22,Izmir,Izmir,Turkey,15.6,68.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,08:00 AM,05:55 PM,22.0,november ,2023.0,wednesday,47.0,08:00:00,17:55:00,-09:55:00,0,2024-04-18 09:55:00,5.0,TUR,Asia
2023-11-27,Izmir,Izmir,Turkey,8.5,53.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,08:05 AM,05:52 PM,27.0,november ,2023.0,monday   ,48.0,08:05:00,17:52:00,-09:47:00,0,2024-04-18 09:47:00,5.0,TUR,Asia
2023-11-28,Izmir,Izmir,Turkey,8.6,69.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png,3.0,08:06 AM,05:52 PM,28.0,november ,2023.0,tuesday  ,48.0,08:06:00,17:52:00,-09:46:00,0,2024-04-18 09:46:00,5.0,TUR,Asia
2023-11-29,Izmir,Izmir,Turkey,16.0,78.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,08:07 AM,05:52 PM,29.0,november ,2023.0,wednesday,48.0,08:07:00,17:52:00,-09:45:00,0,2024-04-18 09:45:00,5.0,TUR,Asia
2023-11-30,Izmir,Izmir,Turkey,16.5,81.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,08:08 AM,05:52 PM,30.0,november ,2023.0,thursday ,48.0,08:08:00,17:52:00,-09:44:00,0,2024-04-18 09:44:00,5.0,TUR,Asia
2023-11-19,Izmir,Izmir,Turkey,7.8,73.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,2.0,07:57 AM,05:56 PM,19.0,november ,2023.0,sunday   ,46.0,07:57:00,17:56:00,-09:59:00,0,2024-04-18 09:59:00,5.0,TUR,Asia
2023-11-26,Izmir,Izmir,Turkey,11.4,65.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,08:04 AM,05:53 PM,26.0,november ,2023.0,sunday   ,47.0,08:04:00,17:53:00,-09:49:00,0,2024-04-18 09:49:00,5.0,TUR,Asia
2023-11-21,Izmir,Izmir,Turkey,13.0,47.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,4.0,07:59 AM,05:55 PM,21.0,november ,2023.0,tuesday  ,47.0,07:59:00,17:55:00,-09:56:00,2,2024-04-18 09:56:00,5.0,TUR,Asia
2023-10-31,Izmir,Izmir,Turkey,20.6,67.0,Thundery outbreaks possible,//cdn.weatherapi.com/weather/64x64/day/200.png,6.0,07:37 AM,06:13 PM,31.0,october  ,2023.0,tuesday  ,44.0,07:37:00,18:13:00,-10:36:00,0,2024-04-18 10:36:00,5.0,TUR,Asia
2023-10-30,Izmir,Izmir,Turkey,21.2,69.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,07:35 AM,06:14 PM,30.0,october  ,2023.0,monday   ,44.0,07:35:00,18:14:00,-10:39:00,2,2024-04-18 10:39:00,5.0,TUR,Asia
2023-10-29,Izmir,Izmir,Turkey,21.1,74.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,07:34 AM,06:15 PM,29.0,october  ,2023.0,sunday   ,43.0,07:34:00,18:15:00,-10:41:00,2,2024-04-18 10:41:00,5.0,TUR,Asia
2023-10-28,Izmir,Izmir,Turkey,21.1,70.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,07:33 AM,06:17 PM,28.0,october  ,2023.0,saturday ,43.0,07:33:00,18:17:00,-10:44:00,2,2024-04-18 10:44:00,5.0,TUR,Asia
2023-10-27,Izmir,Izmir,Turkey,20.6,67.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,07:32 AM,06:18 PM,27.0,october  ,2023.0,friday   ,43.0,07:32:00,18:18:00,-10:46:00,1,2024-04-18 10:46:00,5.0,TUR,Asia
2023-10-26,Izmir,Izmir,Turkey,20.9,55.0,Patchy light drizzle,//cdn.weatherapi.com/weather/64x64/day/263.png,5.0,07:31 AM,06:19 PM,26.0,october  ,2023.0,thursday ,43.0,07:31:00,18:19:00,-10:48:00,0,2024-04-18 10:48:00,5.0,TUR,Asia
2023-10-25,Izmir,Izmir,Turkey,20.9,51.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,6.0,07:30 AM,06:20 PM,25.0,october  ,2023.0,wednesday,43.0,07:30:00,18:20:00,-10:50:00,2,2024-04-18 10:50:00,5.0,TUR,Asia
2023-10-24,Izmir,Izmir,Turkey,20.7,51.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,07:29 AM,06:22 PM,24.0,october  ,2023.0,tuesday  ,43.0,07:29:00,18:22:00,-10:53:00,2,2024-04-18 10:53:00,5.0,TUR,Asia
2023-10-23,Izmir,Izmir,Turkey,22.3,45.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,07:28 AM,06:23 PM,23.0,october  ,2023.0,monday   ,43.0,07:28:00,18:23:00,-10:55:00,2,2024-04-18 10:55:00,5.0,TUR,Asia
2023-10-21,Izmir,Izmir,Turkey,20.5,53.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,07:26 AM,06:26 PM,21.0,october  ,2023.0,saturday ,42.0,07:26:00,18:26:00,-11:00:00,1,2024-04-18 11:00:00,5.0,TUR,Asia
2023-10-04,Izmir,Izmir,Turkey,20.3,52.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,07:10 AM,06:50 PM,4.0,october  ,2023.0,wednesday,40.0,07:10:00,18:50:00,-11:40:00,1,2024-04-18 11:40:00,5.0,TUR,Asia
2023-10-05,Izmir,Izmir,Turkey,20.5,48.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,07:11 AM,06:49 PM,5.0,october  ,2023.0,thursday ,40.0,07:11:00,18:49:00,-11:38:00,1,2024-04-18 11:38:00,5.0,TUR,Asia
2023-10-06,Izmir,Izmir,Turkey,20.8,44.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,6.0,07:12 AM,06:47 PM,6.0,october  ,2023.0,friday   ,40.0,07:12:00,18:47:00,-11:35:00,2,2024-04-18 11:35:00,5.0,TUR,Asia
2023-10-07,Izmir,Izmir,Turkey,21.5,51.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,6.0,07:12 AM,06:46 PM,7.0,october  ,2023.0,saturday ,40.0,07:12:00,18:46:00,-11:34:00,2,2024-04-18 11:34:00,5.0,TUR,Asia
2023-10-08,Izmir,Izmir,Turkey,20.8,55.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,07:13 AM,06:44 PM,8.0,october  ,2023.0,sunday   ,40.0,07:13:00,18:44:00,-11:31:00,1,2024-04-18 11:31:00,5.0,TUR,Asia
2023-10-09,Izmir,Izmir,Turkey,19.9,48.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,07:14 AM,06:43 PM,9.0,october  ,2023.0,monday   ,41.0,07:14:00,18:43:00,-11:29:00,2,2024-04-18 11:29:00,5.0,TUR,Asia
2023-10-10,Izmir,Izmir,Turkey,16.7,38.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,07:15 AM,06:41 PM,10.0,october  ,2023.0,tuesday  ,41.0,07:15:00,18:41:00,-11:26:00,2,2024-04-18 11:26:00,5.0,TUR,Asia
2023-10-11,Izmir,Izmir,Turkey,18.8,53.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,07:16 AM,06:40 PM,11.0,october  ,2023.0,wednesday,41.0,07:16:00,18:40:00,-11:24:00,1,2024-04-18 11:24:00,5.0,TUR,Asia
2023-10-12,Izmir,Izmir,Turkey,19.0,54.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,07:17 AM,06:38 PM,12.0,october  ,2023.0,thursday ,41.0,07:17:00,18:38:00,-11:21:00,1,2024-04-18 11:21:00,5.0,TUR,Asia
2023-10-13,Izmir,Izmir,Turkey,19.1,53.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,07:18 AM,06:37 PM,13.0,october  ,2023.0,friday   ,41.0,07:18:00,18:37:00,-11:19:00,1,2024-04-18 11:19:00,5.0,TUR,Asia
2023-10-15,Izmir,Izmir,Turkey,19.8,56.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,07:20 AM,06:34 PM,15.0,october  ,2023.0,sunday   ,41.0,07:20:00,18:34:00,-11:14:00,1,2024-04-18 11:14:00,5.0,TUR,Asia
2023-10-16,Izmir,Izmir,Turkey,19.6,51.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,07:21 AM,06:32 PM,16.0,october  ,2023.0,monday   ,42.0,07:21:00,18:32:00,-11:11:00,1,2024-04-18 11:11:00,5.0,TUR,Asia
2023-10-18,Izmir,Izmir,Turkey,17.1,67.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,07:23 AM,06:30 PM,18.0,october  ,2023.0,wednesday,42.0,07:23:00,18:30:00,-11:07:00,2,2024-04-18 11:07:00,5.0,TUR,Asia
2023-10-19,Izmir,Izmir,Turkey,15.3,66.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,6.0,07:24 AM,06:28 PM,19.0,october  ,2023.0,thursday ,42.0,07:24:00,18:28:00,-11:04:00,2,2024-04-18 11:04:00,5.0,TUR,Asia
2023-10-20,Izmir,Izmir,Turkey,18.8,52.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,07:25 AM,06:27 PM,20.0,october  ,2023.0,friday   ,42.0,07:25:00,18:27:00,-11:02:00,1,2024-04-18 11:02:00,5.0,TUR,Asia
2023-10-22,Izmir,Izmir,Turkey,21.8,49.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,07:27 AM,06:24 PM,22.0,october  ,2023.0,sunday   ,42.0,07:27:00,18:24:00,-10:57:00,2,2024-04-18 10:57:00,5.0,TUR,Asia
2023-10-14,Izmir,Izmir,Turkey,18.9,53.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,6.0,07:19 AM,06:35 PM,14.0,october  ,2023.0,saturday ,41.0,07:19:00,18:35:00,-11:16:00,2,2024-04-18 11:16:00,5.0,TUR,Asia
2023-10-27,Berlin,Berlin,Germany,10.3,84.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,3.0,07:53 AM,05:47 PM,27.0,october  ,2023.0,friday   ,43.0,07:53:00,17:47:00,-09:54:00,0,2024-04-18 09:54:00,5.0,DEU,Europe
2023-10-30,Berlin,Berlin,Germany,12.2,80.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,3.0,06:58 AM,04:41 PM,30.0,october  ,2023.0,monday   ,44.0,06:58:00,16:41:00,-09:43:00,0,2024-04-18 09:43:00,5.0,DEU,Europe
2023-10-01,Berlin,Berlin,Germany,16.4,59.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,07:07 AM,06:44 PM,1.0,october  ,2023.0,sunday   ,39.0,07:07:00,18:44:00,-11:37:00,2,2024-04-18 11:37:00,5.0,DEU,Europe
2023-10-02,Berlin,Berlin,Germany,20.2,62.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,07:09 AM,06:42 PM,2.0,october  ,2023.0,monday   ,40.0,07:09:00,18:42:00,-11:33:00,2,2024-04-18 11:33:00,5.0,DEU,Europe
2023-10-03,Berlin,Berlin,Germany,19.8,61.0,Patchy light rain,//cdn.weatherapi.com/weather/64x64/day/293.png,6.0,07:10 AM,06:40 PM,3.0,october  ,2023.0,tuesday  ,40.0,07:10:00,18:40:00,-11:30:00,0,2024-04-18 11:30:00,5.0,DEU,Europe
2023-10-04,Berlin,Berlin,Germany,14.4,68.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,07:12 AM,06:37 PM,4.0,october  ,2023.0,wednesday,40.0,07:12:00,18:37:00,-11:25:00,0,2024-04-18 11:25:00,5.0,DEU,Europe
2023-10-05,Berlin,Berlin,Germany,14.0,72.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,4.0,07:14 AM,06:35 PM,5.0,october  ,2023.0,thursday ,40.0,07:14:00,18:35:00,-11:21:00,0,2024-04-18 11:21:00,5.0,DEU,Europe
2023-10-06,Berlin,Berlin,Germany,16.1,65.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,4.0,07:16 AM,06:33 PM,6.0,october  ,2023.0,friday   ,40.0,07:16:00,18:33:00,-11:17:00,2,2024-04-18 11:17:00,5.0,DEU,Europe
2023-10-07,Berlin,Berlin,Germany,14.7,77.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,4.0,07:17 AM,06:30 PM,7.0,october  ,2023.0,saturday ,40.0,07:17:00,18:30:00,-11:13:00,0,2024-04-18 11:13:00,5.0,DEU,Europe
2023-10-08,Berlin,Berlin,Germany,11.2,59.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,07:19 AM,06:28 PM,8.0,october  ,2023.0,sunday   ,40.0,07:19:00,18:28:00,-11:09:00,0,2024-04-18 11:09:00,5.0,DEU,Europe
2023-10-09,Berlin,Berlin,Germany,10.4,62.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png,3.0,07:21 AM,06:26 PM,9.0,october  ,2023.0,monday   ,41.0,07:21:00,18:26:00,-11:05:00,0,2024-04-18 11:05:00,5.0,DEU,Europe
2023-10-10,Berlin,Berlin,Germany,14.8,82.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,07:23 AM,06:23 PM,10.0,october  ,2023.0,tuesday  ,41.0,07:23:00,18:23:00,-11:00:00,0,2024-04-18 11:00:00,5.0,DEU,Europe
2023-10-11,Berlin,Berlin,Germany,18.5,59.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,07:24 AM,06:21 PM,11.0,october  ,2023.0,wednesday,41.0,07:24:00,18:21:00,-10:57:00,2,2024-04-18 10:57:00,5.0,DEU,Europe
2023-10-12,Berlin,Berlin,Germany,14.6,68.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,07:26 AM,06:19 PM,12.0,october  ,2023.0,thursday ,41.0,07:26:00,18:19:00,-10:53:00,0,2024-04-18 10:53:00,5.0,DEU,Europe
2023-10-13,Berlin,Berlin,Germany,17.1,78.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,07:28 AM,06:17 PM,13.0,october  ,2023.0,friday   ,41.0,07:28:00,18:17:00,-10:49:00,0,2024-04-18 10:49:00,5.0,DEU,Europe
2023-10-14,Berlin,Berlin,Germany,15.0,56.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png,5.0,07:30 AM,06:14 PM,14.0,october  ,2023.0,saturday ,41.0,07:30:00,18:14:00,-10:44:00,0,2024-04-18 10:44:00,5.0,DEU,Europe
2023-10-15,Berlin,Berlin,Germany,8.6,63.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,3.0,07:31 AM,06:12 PM,15.0,october  ,2023.0,sunday   ,41.0,07:31:00,18:12:00,-10:41:00,0,2024-04-18 10:41:00,5.0,DEU,Europe
2023-10-16,Berlin,Berlin,Germany,8.1,69.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,07:33 AM,06:10 PM,16.0,october  ,2023.0,monday   ,42.0,07:33:00,18:10:00,-10:37:00,0,2024-04-18 10:37:00,5.0,DEU,Europe
2023-10-17,Berlin,Berlin,Germany,8.5,69.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,3.0,07:35 AM,06:08 PM,17.0,october  ,2023.0,tuesday  ,42.0,07:35:00,18:08:00,-10:33:00,2,2024-04-18 10:33:00,5.0,DEU,Europe
2023-10-18,Berlin,Berlin,Germany,9.1,59.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.0,07:37 AM,06:06 PM,18.0,october  ,2023.0,wednesday,42.0,07:37:00,18:06:00,-10:29:00,1,2024-04-18 10:29:00,5.0,DEU,Europe
2023-10-19,Berlin,Berlin,Germany,7.6,72.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,2.0,07:39 AM,06:04 PM,19.0,october  ,2023.0,thursday ,42.0,07:39:00,18:04:00,-10:25:00,0,2024-04-18 10:25:00,5.0,DEU,Europe
2023-10-20,Berlin,Berlin,Germany,6.7,86.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,2.0,07:40 AM,06:01 PM,20.0,october  ,2023.0,friday   ,42.0,07:40:00,18:01:00,-10:21:00,0,2024-04-18 10:21:00,5.0,DEU,Europe
2023-10-21,Berlin,Berlin,Germany,10.8,84.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,07:42 AM,05:59 PM,21.0,october  ,2023.0,saturday ,42.0,07:42:00,17:59:00,-10:17:00,0,2024-04-18 10:17:00,5.0,DEU,Europe
2023-10-22,Berlin,Berlin,Germany,13.2,72.0,Patchy light drizzle,//cdn.weatherapi.com/weather/64x64/day/263.png,4.0,07:44 AM,05:57 PM,22.0,october  ,2023.0,sunday   ,42.0,07:44:00,17:57:00,-10:13:00,0,2024-04-18 10:13:00,5.0,DEU,Europe
2023-10-23,Berlin,Berlin,Germany,11.8,73.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,5.0,07:46 AM,05:55 PM,23.0,october  ,2023.0,monday   ,43.0,07:46:00,17:55:00,-10:09:00,2,2024-04-18 10:09:00,5.0,DEU,Europe
2023-10-24,Berlin,Berlin,Germany,11.6,82.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,3.0,07:48 AM,05:53 PM,24.0,october  ,2023.0,tuesday  ,43.0,07:48:00,17:53:00,-10:05:00,0,2024-04-18 10:05:00,5.0,DEU,Europe
2023-10-25,Berlin,Berlin,Germany,11.8,86.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,3.0,07:49 AM,05:51 PM,25.0,october  ,2023.0,wednesday,43.0,07:49:00,17:51:00,-10:02:00,2,2024-04-18 10:02:00,5.0,DEU,Europe
2023-10-26,Berlin,Berlin,Germany,11.1,90.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,3.0,07:51 AM,05:49 PM,26.0,october  ,2023.0,thursday ,43.0,07:51:00,17:49:00,-09:58:00,0,2024-04-18 09:58:00,5.0,DEU,Europe
2023-10-03,Izmir,Izmir,Turkey,20.8,52.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,07:09 AM,06:52 PM,3.0,october  ,2023.0,tuesday  ,40.0,07:09:00,18:52:00,-11:43:00,1,2024-04-18 11:43:00,5.0,TUR,Asia
2023-10-28,Berlin,Berlin,Germany,10.8,82.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,3.0,07:55 AM,05:45 PM,28.0,october  ,2023.0,saturday ,43.0,07:55:00,17:45:00,-09:50:00,0,2024-04-18 09:50:00,5.0,DEU,Europe
2023-10-29,Berlin,Berlin,Germany,11.2,82.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,3.0,07:57 AM,05:43 PM,29.0,october  ,2023.0,sunday   ,43.0,07:57:00,17:43:00,-09:46:00,0,2024-04-18 09:46:00,5.0,DEU,Europe
2023-10-31,Berlin,Berlin,Germany,11.4,85.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,3.0,07:00 AM,04:39 PM,31.0,october  ,2023.0,tuesday  ,44.0,07:00:00,16:39:00,-09:39:00,0,2024-04-18 09:39:00,5.0,DEU,Europe
2023-10-02,Izmir,Izmir,Turkey,22.0,50.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,07:08 AM,06:53 PM,2.0,october  ,2023.0,monday   ,40.0,07:08:00,18:53:00,-11:45:00,1,2024-04-18 11:45:00,5.0,TUR,Asia
