date,city,region_x,country,avg_temp_c,avg_humidity,condition_text,condition_icon,uv,sunrise,sunset,day_of_month,month_of_year,year,day_of_week,year_and_week,sunrise_time,sunset_time,daylight_int,day_condition,daylight_time,weekly_avg_uv,alpha-3,region_y
2023-12-02,Berlin,Berlin,Germany,-4.4,93.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1.0,07:56 AM,03:56 PM,2.0,december ,2023.0,saturday ,48.0,07:56:00,15:56:00,-08:00:00,2,2024-04-18 08:00:00,5.0,DEU,Europe
2023-12-03,Berlin,Berlin,Germany,-3.0,95.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png,1.0,07:57 AM,03:55 PM,3.0,december ,2023.0,sunday   ,48.0,07:57:00,15:55:00,-07:58:00,3,2024-04-18 07:58:00,5.0,DEU,Europe
2023-12-29,Lisbon,Lisboa,Portugal,13.5,79.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,4.0,07:54 AM,05:23 PM,29.0,december ,2023.0,friday   ,52.0,07:54:00,17:23:00,-09:29:00,2,2024-04-18 09:29:00,5.0,PRT,Europe
2023-12-05,Berlin,Berlin,Germany,-1.3,91.0,Light freezing rain,//cdn.weatherapi.com/weather/64x64/day/311.png,1.0,08:00 AM,03:54 PM,5.0,december ,2023.0,tuesday  ,49.0,08:00:00,15:54:00,-07:54:00,0,2024-04-18 07:54:00,5.0,DEU,Europe
2023-12-06,Berlin,Berlin,Germany,0.3,97.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png,1.0,08:01 AM,03:54 PM,6.0,december ,2023.0,wednesday,49.0,08:01:00,15:54:00,-07:53:00,3,2024-04-18 07:53:00,5.0,DEU,Europe
2023-12-07,Berlin,Berlin,Germany,0.0,98.0,Light snow,//cdn.weatherapi.com/weather/64x64/day/326.png,1.0,08:02 AM,03:53 PM,7.0,december ,2023.0,thursday ,49.0,08:02:00,15:53:00,-07:51:00,0,2024-04-18 07:51:00,5.0,DEU,Europe
2023-12-04,Berlin,Berlin,Germany,-2.7,86.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1.0,07:58 AM,03:55 PM,4.0,december ,2023.0,monday   ,49.0,07:58:00,15:55:00,-07:57:00,2,2024-04-18 07:57:00,5.0,DEU,Europe
2023-12-08,Berlin,Berlin,Germany,-0.2,90.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1.0,08:03 AM,03:53 PM,8.0,december ,2023.0,friday   ,49.0,08:03:00,15:53:00,-07:50:00,2,2024-04-18 07:50:00,5.0,DEU,Europe
2024-02-12,Lisbon,Lisboa,Portugal,16.8,88.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,07:32 AM,06:10 PM,12.0,february ,2024.0,monday   ,7.0,07:32:00,18:10:00,-10:38:00,0,2024-04-18 10:38:00,5.0,PRT,Europe
2024-02-11,Lisbon,Lisboa,Portugal,14.1,87.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,07:33 AM,06:09 PM,11.0,february ,2024.0,sunday   ,6.0,07:33:00,18:09:00,-10:36:00,0,2024-04-18 10:36:00,5.0,PRT,Europe
2024-02-10,Lisbon,Lisboa,Portugal,12.2,67.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,3.0,07:34 AM,06:08 PM,10.0,february ,2024.0,saturday ,6.0,07:34:00,18:08:00,-10:34:00,0,2024-04-18 10:34:00,5.0,PRT,Europe
2024-02-09,Lisbon,Lisboa,Portugal,14.0,85.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,07:35 AM,06:07 PM,9.0,february ,2024.0,friday   ,6.0,07:35:00,18:07:00,-10:32:00,0,2024-04-18 10:32:00,5.0,PRT,Europe
2024-02-02,Lisbon,Lisboa,Portugal,14.0,68.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.0,07:42 AM,05:59 PM,2.0,february ,2024.0,friday   ,5.0,07:42:00,17:59:00,-10:17:00,1,2024-04-18 10:17:00,5.0,PRT,Europe
2024-02-13,Lisbon,Lisboa,Portugal,17.1,90.0,Fog,//cdn.weatherapi.com/weather/64x64/day/248.png,4.0,07:31 AM,06:11 PM,13.0,february ,2024.0,tuesday  ,7.0,07:31:00,18:11:00,-10:40:00,2,2024-04-18 10:40:00,5.0,PRT,Europe
2024-02-04,Lisbon,Lisboa,Portugal,13.2,71.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.0,07:40 AM,06:01 PM,4.0,february ,2024.0,sunday   ,5.0,07:40:00,18:01:00,-10:21:00,1,2024-04-18 10:21:00,5.0,PRT,Europe
2024-02-05,Lisbon,Lisboa,Portugal,13.9,70.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,4.0,07:39 AM,06:02 PM,5.0,february ,2024.0,monday   ,6.0,07:39:00,18:02:00,-10:23:00,2,2024-04-18 10:23:00,5.0,PRT,Europe
2024-02-06,Lisbon,Lisboa,Portugal,14.1,77.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,07:39 AM,06:03 PM,6.0,february ,2024.0,tuesday  ,6.0,07:39:00,18:03:00,-10:24:00,0,2024-04-18 10:24:00,5.0,PRT,Europe
2024-02-07,Lisbon,Lisboa,Portugal,15.2,87.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,07:37 AM,06:04 PM,7.0,february ,2024.0,wednesday,6.0,07:37:00,18:04:00,-10:27:00,0,2024-04-18 10:27:00,5.0,PRT,Europe
2024-02-08,Lisbon,Lisboa,Portugal,14.9,85.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png,4.0,07:36 AM,06:06 PM,8.0,february ,2024.0,thursday ,6.0,07:36:00,18:06:00,-10:30:00,0,2024-04-18 10:30:00,5.0,PRT,Europe
2024-02-03,Lisbon,Lisboa,Portugal,13.5,72.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.0,07:41 AM,06:00 PM,3.0,february ,2024.0,saturday ,5.0,07:41:00,18:00:00,-10:19:00,1,2024-04-18 10:19:00,5.0,PRT,Europe
2024-02-14,Lisbon,Lisboa,Portugal,17.2,80.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,07:30 AM,06:12 PM,14.0,february ,2024.0,wednesday,7.0,07:30:00,18:12:00,-10:42:00,0,2024-04-18 10:42:00,5.0,PRT,Europe
2024-02-29,Lisbon,Lisboa,Portugal,13.0,71.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,07:10 AM,06:29 PM,29.0,february ,2024.0,thursday ,9.0,07:10:00,18:29:00,-11:19:00,0,2024-04-18 11:19:00,5.0,PRT,Europe
2024-02-16,Lisbon,Lisboa,Portugal,14.1,78.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,4.0,07:27 AM,06:15 PM,16.0,february ,2024.0,friday   ,7.0,07:27:00,18:15:00,-10:48:00,2,2024-04-18 10:48:00,5.0,PRT,Europe
2024-02-17,Lisbon,Lisboa,Portugal,15.3,78.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,4.0,07:26 AM,06:16 PM,17.0,february ,2024.0,saturday ,7.0,07:26:00,18:16:00,-10:50:00,2,2024-04-18 10:50:00,5.0,PRT,Europe
2024-02-18,Lisbon,Lisboa,Portugal,15.5,73.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.0,07:25 AM,06:17 PM,18.0,february ,2024.0,sunday   ,7.0,07:25:00,18:17:00,-10:52:00,1,2024-04-18 10:52:00,5.0,PRT,Europe
2024-02-19,Lisbon,Lisboa,Portugal,15.9,83.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,4.0,07:24 AM,06:18 PM,19.0,february ,2024.0,monday   ,8.0,07:24:00,18:18:00,-10:54:00,2,2024-04-18 10:54:00,5.0,PRT,Europe
2024-02-20,Lisbon,Lisboa,Portugal,15.8,69.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,07:22 AM,06:19 PM,20.0,february ,2024.0,tuesday  ,8.0,07:22:00,18:19:00,-10:57:00,1,2024-04-18 10:57:00,5.0,PRT,Europe
2024-02-28,Lisbon,Lisboa,Portugal,12.4,69.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.0,07:11 AM,06:27 PM,28.0,february ,2024.0,wednesday,9.0,07:11:00,18:27:00,-11:16:00,1,2024-04-18 11:16:00,5.0,PRT,Europe
2024-02-01,Lisbon,Lisboa,Portugal,14.3,70.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.0,07:43 AM,05:58 PM,1.0,february ,2024.0,thursday ,5.0,07:43:00,17:58:00,-10:15:00,1,2024-04-18 10:15:00,5.0,PRT,Europe
2024-02-24,Izmir,Izmir,Turkey,13.1,69.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.0,07:52 AM,06:59 PM,24.0,february ,2024.0,saturday ,8.0,07:52:00,18:59:00,-11:07:00,1,2024-04-18 11:07:00,5.0,TUR,Asia
2024-02-27,Lisbon,Lisboa,Portugal,11.6,58.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,4.0,07:13 AM,06:26 PM,27.0,february ,2024.0,tuesday  ,9.0,07:13:00,18:26:00,-11:13:00,2,2024-04-18 11:13:00,5.0,PRT,Europe
2024-02-26,Lisbon,Lisboa,Portugal,12.2,66.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,07:14 AM,06:25 PM,26.0,february ,2024.0,monday   ,9.0,07:14:00,18:25:00,-11:11:00,0,2024-04-18 11:11:00,5.0,PRT,Europe
2024-02-25,Lisbon,Lisboa,Portugal,14.9,83.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,07:15 AM,06:24 PM,25.0,february ,2024.0,sunday   ,8.0,07:15:00,18:24:00,-11:09:00,0,2024-04-18 11:09:00,5.0,PRT,Europe
2024-02-24,Lisbon,Lisboa,Portugal,13.0,69.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,07:17 AM,06:23 PM,24.0,february ,2024.0,saturday ,8.0,07:17:00,18:23:00,-11:06:00,0,2024-04-18 11:06:00,5.0,PRT,Europe
2024-02-23,Lisbon,Lisboa,Portugal,12.3,63.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,3.0,07:18 AM,06:22 PM,23.0,february ,2024.0,friday   ,8.0,07:18:00,18:22:00,-11:04:00,0,2024-04-18 11:04:00,5.0,PRT,Europe
2024-02-15,Lisbon,Lisboa,Portugal,15.4,81.0,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png,4.0,07:29 AM,06:13 PM,15.0,february ,2024.0,thursday ,7.0,07:29:00,18:13:00,-10:44:00,0,2024-04-18 10:44:00,5.0,PRT,Europe
2024-02-22,Lisbon,Lisboa,Portugal,14.2,81.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,4.0,07:20 AM,06:21 PM,22.0,february ,2024.0,thursday ,8.0,07:20:00,18:21:00,-11:01:00,0,2024-04-18 11:01:00,5.0,PRT,Europe
2024-02-21,Lisbon,Lisboa,Portugal,15.4,73.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.0,07:21 AM,06:20 PM,21.0,february ,2024.0,wednesday,8.0,07:21:00,18:20:00,-10:59:00,1,2024-04-18 10:59:00,5.0,PRT,Europe
2024-02-11,Berlin,Berlin,Germany,6.8,96.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,2.0,07:32 AM,05:11 PM,11.0,february ,2024.0,sunday   ,6.0,07:32:00,17:11:00,-09:39:00,0,2024-04-18 09:39:00,5.0,DEU,Europe
2024-02-15,Berlin,Berlin,Germany,9.1,93.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,07:24 AM,05:18 PM,15.0,february ,2024.0,thursday ,7.0,07:24:00,17:18:00,-09:54:00,0,2024-04-18 09:54:00,5.0,DEU,Europe
2024-02-14,Berlin,Berlin,Germany,6.3,84.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,2.0,07:26 AM,05:16 PM,14.0,february ,2024.0,wednesday,7.0,07:26:00,17:16:00,-09:50:00,0,2024-04-18 09:50:00,5.0,DEU,Europe
2024-02-13,Berlin,Berlin,Germany,6.0,77.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,2.0,07:28 AM,05:14 PM,13.0,february ,2024.0,tuesday  ,7.0,07:28:00,17:14:00,-09:46:00,0,2024-04-18 09:46:00,5.0,DEU,Europe
2024-02-12,Berlin,Berlin,Germany,7.1,86.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,2.0,07:30 AM,05:13 PM,12.0,february ,2024.0,monday   ,7.0,07:30:00,17:13:00,-09:43:00,0,2024-04-18 09:43:00,5.0,DEU,Europe
2024-02-19,Izmir,Izmir,Turkey,7.9,69.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.0,07:58 AM,06:53 PM,19.0,february ,2024.0,monday   ,8.0,07:58:00,18:53:00,-10:55:00,1,2024-04-18 10:55:00,5.0,TUR,Asia
2024-02-10,Berlin,Berlin,Germany,7.2,95.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,2.0,07:34 AM,05:09 PM,10.0,february ,2024.0,saturday ,6.0,07:34:00,17:09:00,-09:35:00,0,2024-04-18 09:35:00,5.0,DEU,Europe
2024-02-09,Berlin,Berlin,Germany,3.8,97.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,2.0,07:36 AM,05:07 PM,9.0,february ,2024.0,friday   ,6.0,07:36:00,17:07:00,-09:31:00,0,2024-04-18 09:31:00,5.0,DEU,Europe
2024-02-08,Berlin,Berlin,Germany,2.4,83.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png,1.0,07:37 AM,05:05 PM,8.0,february ,2024.0,thursday ,6.0,07:37:00,17:05:00,-09:28:00,0,2024-04-18 09:28:00,5.0,DEU,Europe
2024-02-07,Berlin,Berlin,Germany,4.1,71.0,Light snow showers,//cdn.weatherapi.com/weather/64x64/day/368.png,3.0,07:39 AM,05:03 PM,7.0,february ,2024.0,wednesday,6.0,07:39:00,17:03:00,-09:24:00,0,2024-04-18 09:24:00,5.0,DEU,Europe
2024-02-06,Berlin,Berlin,Germany,9.4,73.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,07:41 AM,05:01 PM,6.0,february ,2024.0,tuesday  ,6.0,07:41:00,17:01:00,-09:20:00,0,2024-04-18 09:20:00,5.0,DEU,Europe
2024-02-05,Berlin,Berlin,Germany,9.6,83.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,3.0,07:43 AM,04:59 PM,5.0,february ,2024.0,monday   ,6.0,07:43:00,16:59:00,-09:16:00,0,2024-04-18 09:16:00,5.0,DEU,Europe
2024-02-04,Berlin,Berlin,Germany,7.6,78.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,2.0,07:44 AM,04:57 PM,4.0,february ,2024.0,sunday   ,5.0,07:44:00,16:57:00,-09:13:00,0,2024-04-18 09:13:00,5.0,DEU,Europe
2024-02-03,Berlin,Berlin,Germany,9.2,88.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,2.0,07:46 AM,04:55 PM,3.0,february ,2024.0,saturday ,5.0,07:46:00,16:55:00,-09:09:00,0,2024-04-18 09:09:00,5.0,DEU,Europe
2024-02-02,Berlin,Berlin,Germany,4.9,86.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,2.0,07:48 AM,04:53 PM,2.0,february ,2024.0,friday   ,5.0,07:48:00,16:53:00,-09:05:00,0,2024-04-18 09:05:00,5.0,DEU,Europe
2024-02-01,Berlin,Berlin,Germany,5.7,74.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,2.0,07:49 AM,04:51 PM,1.0,february ,2024.0,thursday ,5.0,07:49:00,16:51:00,-09:02:00,0,2024-04-18 09:02:00,5.0,DEU,Europe
2024-02-07,Izmir,Izmir,Turkey,13.4,75.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,08:12 AM,06:40 PM,7.0,february ,2024.0,wednesday,6.0,08:12:00,18:40:00,-10:28:00,0,2024-04-18 10:28:00,5.0,TUR,Asia
2024-02-08,Izmir,Izmir,Turkey,13.7,73.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,08:10 AM,06:41 PM,8.0,february ,2024.0,thursday ,6.0,08:10:00,18:41:00,-10:31:00,0,2024-04-18 10:31:00,5.0,TUR,Asia
2024-02-09,Izmir,Izmir,Turkey,12.4,72.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,5.0,08:09 AM,06:42 PM,9.0,february ,2024.0,friday   ,6.0,08:09:00,18:42:00,-10:33:00,2,2024-04-18 10:33:00,5.0,TUR,Asia
2024-02-10,Izmir,Izmir,Turkey,13.0,71.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,08:08 AM,06:43 PM,10.0,february ,2024.0,saturday ,6.0,08:08:00,18:43:00,-10:35:00,0,2024-04-18 10:35:00,5.0,TUR,Asia
2024-02-11,Izmir,Izmir,Turkey,13.5,68.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,08:07 AM,06:44 PM,11.0,february ,2024.0,sunday   ,6.0,08:07:00,18:44:00,-10:37:00,0,2024-04-18 10:37:00,5.0,TUR,Asia
2024-02-12,Izmir,Izmir,Turkey,13.8,73.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,08:06 AM,06:45 PM,12.0,february ,2024.0,monday   ,7.0,08:06:00,18:45:00,-10:39:00,0,2024-04-18 10:39:00,5.0,TUR,Asia
2024-02-13,Izmir,Izmir,Turkey,12.2,77.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,08:05 AM,06:46 PM,13.0,february ,2024.0,tuesday  ,7.0,08:05:00,18:46:00,-10:41:00,0,2024-04-18 10:41:00,5.0,TUR,Asia
2024-02-14,Izmir,Izmir,Turkey,10.7,74.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,08:04 AM,06:48 PM,14.0,february ,2024.0,wednesday,7.0,08:04:00,18:48:00,-10:44:00,0,2024-04-18 10:44:00,5.0,TUR,Asia
2024-02-15,Izmir,Izmir,Turkey,7.3,83.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,2.0,08:03 AM,06:49 PM,15.0,february ,2024.0,thursday ,7.0,08:03:00,18:49:00,-10:46:00,0,2024-04-18 10:46:00,5.0,TUR,Asia
2024-02-16,Izmir,Izmir,Turkey,8.0,80.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,08:02 AM,06:50 PM,16.0,february ,2024.0,friday   ,7.0,08:02:00,18:50:00,-10:48:00,0,2024-04-18 10:48:00,5.0,TUR,Asia
2024-02-16,Berlin,Berlin,Germany,10.8,83.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,3.0,07:22 AM,05:20 PM,16.0,february ,2024.0,friday   ,7.0,07:22:00,17:20:00,-09:58:00,2,2024-04-18 09:58:00,5.0,DEU,Europe
2024-02-17,Izmir,Izmir,Turkey,7.9,77.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,3.0,08:00 AM,06:51 PM,17.0,february ,2024.0,saturday ,7.0,08:00:00,18:51:00,-10:51:00,2,2024-04-18 10:51:00,5.0,TUR,Asia
2024-02-17,Berlin,Berlin,Germany,8.7,77.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,07:20 AM,05:22 PM,17.0,february ,2024.0,saturday ,7.0,07:20:00,17:22:00,-10:02:00,0,2024-04-18 10:02:00,5.0,DEU,Europe
2024-02-19,Berlin,Berlin,Germany,7.5,88.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,2.0,07:16 AM,05:26 PM,19.0,february ,2024.0,monday   ,8.0,07:16:00,17:26:00,-10:10:00,0,2024-04-18 10:10:00,5.0,DEU,Europe
2024-02-29,Izmir,Izmir,Turkey,14.9,61.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,5.0,07:45 AM,07:04 PM,29.0,february ,2024.0,thursday ,9.0,07:45:00,19:04:00,-11:19:00,2,2024-04-18 11:19:00,5.0,TUR,Asia
2024-02-28,Izmir,Izmir,Turkey,14.0,67.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,5.0,07:46 AM,07:03 PM,28.0,february ,2024.0,wednesday,9.0,07:46:00,19:03:00,-11:17:00,2,2024-04-18 11:17:00,5.0,TUR,Asia
2024-02-27,Izmir,Izmir,Turkey,14.0,62.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.0,07:48 AM,07:02 PM,27.0,february ,2024.0,tuesday  ,9.0,07:48:00,19:02:00,-11:14:00,1,2024-04-18 11:14:00,5.0,TUR,Asia
2024-02-26,Izmir,Izmir,Turkey,14.0,54.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,07:49 AM,07:01 PM,26.0,february ,2024.0,monday   ,9.0,07:49:00,19:01:00,-11:12:00,0,2024-04-18 11:12:00,5.0,TUR,Asia
2024-02-25,Izmir,Izmir,Turkey,13.5,57.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,4.0,07:50 AM,07:00 PM,25.0,february ,2024.0,sunday   ,8.0,07:50:00,19:00:00,-11:10:00,2,2024-04-18 11:10:00,5.0,TUR,Asia
2024-02-23,Izmir,Izmir,Turkey,11.2,67.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,07:53 AM,06:58 PM,23.0,february ,2024.0,friday   ,8.0,07:53:00,18:58:00,-11:05:00,0,2024-04-18 11:05:00,5.0,TUR,Asia
2024-02-22,Izmir,Izmir,Turkey,10.3,56.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,4.0,07:54 AM,06:56 PM,22.0,february ,2024.0,thursday ,8.0,07:54:00,18:56:00,-11:02:00,2,2024-04-18 11:02:00,5.0,TUR,Asia
2024-02-21,Izmir,Izmir,Turkey,9.1,65.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,3.0,07:55 AM,06:55 PM,21.0,february ,2024.0,wednesday,8.0,07:55:00,18:55:00,-11:00:00,2,2024-04-18 11:00:00,5.0,TUR,Asia
2024-02-20,Izmir,Izmir,Turkey,8.2,72.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.0,07:57 AM,06:54 PM,20.0,february ,2024.0,tuesday  ,8.0,07:57:00,18:54:00,-10:57:00,1,2024-04-18 10:57:00,5.0,TUR,Asia
2024-02-01,Izmir,Izmir,Turkey,5.6,71.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.0,08:17 AM,06:33 PM,1.0,february ,2024.0,thursday ,5.0,08:17:00,18:33:00,-10:16:00,1,2024-04-18 10:16:00,5.0,TUR,Asia
2024-02-02,Izmir,Izmir,Turkey,6.6,66.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,3.0,08:16 AM,06:34 PM,2.0,february ,2024.0,friday   ,5.0,08:16:00,18:34:00,-10:18:00,2,2024-04-18 10:18:00,5.0,TUR,Asia
2024-02-03,Izmir,Izmir,Turkey,6.5,69.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.0,08:15 AM,06:35 PM,3.0,february ,2024.0,saturday ,5.0,08:15:00,18:35:00,-10:20:00,1,2024-04-18 10:20:00,5.0,TUR,Asia
2024-02-04,Izmir,Izmir,Turkey,7.6,63.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.0,08:14 AM,06:36 PM,4.0,february ,2024.0,sunday   ,5.0,08:14:00,18:36:00,-10:22:00,1,2024-04-18 10:22:00,5.0,TUR,Asia
2024-02-05,Izmir,Izmir,Turkey,10.2,65.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.0,08:13 AM,06:37 PM,5.0,february ,2024.0,monday   ,6.0,08:13:00,18:37:00,-10:24:00,1,2024-04-18 10:24:00,5.0,TUR,Asia
2024-02-06,Izmir,Izmir,Turkey,12.3,61.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.0,08:12 AM,06:39 PM,6.0,february ,2024.0,tuesday  ,6.0,08:12:00,18:39:00,-10:27:00,1,2024-04-18 10:27:00,5.0,TUR,Asia
2024-02-29,Berlin,Berlin,Germany,6.7,71.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.0,06:54 AM,05:45 PM,29.0,february ,2024.0,thursday ,9.0,06:54:00,17:45:00,-10:51:00,1,2024-04-18 10:51:00,5.0,DEU,Europe
2024-02-28,Berlin,Berlin,Germany,5.0,72.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,3.0,06:56 AM,05:43 PM,28.0,february ,2024.0,wednesday,9.0,06:56:00,17:43:00,-10:47:00,2,2024-04-18 10:47:00,5.0,DEU,Europe
2024-02-27,Berlin,Berlin,Germany,6.6,79.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,2.0,06:59 AM,05:41 PM,27.0,february ,2024.0,tuesday  ,9.0,06:59:00,17:41:00,-10:42:00,0,2024-04-18 10:42:00,5.0,DEU,Europe
2024-02-26,Berlin,Berlin,Germany,6.6,74.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,3.0,07:01 AM,05:39 PM,26.0,february ,2024.0,monday   ,9.0,07:01:00,17:39:00,-10:38:00,2,2024-04-18 10:38:00,5.0,DEU,Europe
2024-02-25,Berlin,Berlin,Germany,6.7,67.0,Thundery outbreaks possible,//cdn.weatherapi.com/weather/64x64/day/200.png,3.0,07:03 AM,05:37 PM,25.0,february ,2024.0,sunday   ,8.0,07:03:00,17:37:00,-10:34:00,0,2024-04-18 10:34:00,5.0,DEU,Europe
2024-02-24,Berlin,Berlin,Germany,6.2,68.0,Thundery outbreaks possible,//cdn.weatherapi.com/weather/64x64/day/200.png,3.0,07:05 AM,05:35 PM,24.0,february ,2024.0,saturday ,8.0,07:05:00,17:35:00,-10:30:00,0,2024-04-18 10:30:00,5.0,DEU,Europe
2024-02-23,Berlin,Berlin,Germany,7.2,67.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,07:07 AM,05:33 PM,23.0,february ,2024.0,friday   ,8.0,07:07:00,17:33:00,-10:26:00,0,2024-04-18 10:26:00,5.0,DEU,Europe
2024-02-22,Berlin,Berlin,Germany,8.6,84.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,3.0,07:10 AM,05:32 PM,22.0,february ,2024.0,thursday ,8.0,07:10:00,17:32:00,-10:22:00,0,2024-04-18 10:22:00,5.0,DEU,Europe
2024-02-21,Berlin,Berlin,Germany,8.3,84.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,3.0,07:12 AM,05:30 PM,21.0,february ,2024.0,wednesday,8.0,07:12:00,17:30:00,-10:18:00,0,2024-04-18 10:18:00,5.0,DEU,Europe
2024-02-20,Berlin,Berlin,Germany,7.0,82.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,2.0,07:14 AM,05:28 PM,20.0,february ,2024.0,tuesday  ,8.0,07:14:00,17:28:00,-10:14:00,0,2024-04-18 10:14:00,5.0,DEU,Europe
